plate,status,category,reviewer_comments,review_reason_code,customer_meaning
HALLYEA,Rejected,Swear word or profane,"hell yeah, CUSTOMER LAST NAME IS HALL",3.0,MY FRIENDS CALL ME HALLY AND I AM A PART TIME ECONOMIC ADVISOR (EA)
MEKUM,Rejected,Sexual connotation,me cum,1.0,WE BOUGHT THE 1936 CHEVY THROUGH THE MECUM AUCTION IN TEXAS. THIS PLATE IS SIMILAR
GCS13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2.0,GLASCOW COMA SCALE
ADADEE,Accepted,Sexual connotation,"""ADD A D"" THE D COULD STAND FOR DICK, SEXUAL REFERENCE",1.0,"TO WRITE IN FULL: MEANS ADA DOLLARS, MY NICK NAME"
AK47S84,Rejected,Vulgar or degrading term,"AK47, WEAPON REFERENCE",2.0,7UQG883
ALLHUSL,Accepted,Vulgar or degrading term,HUSTLE IS A TERM THAT IS USED BY DRUG DEALERS AND GANG MEMBERS A LOT,2.0,WORK HARD FOR EVERYTHING YOU WANT IN LIFE .
AMF8112,Rejected,Swear word or profane,AMF CAN STAND FOR AUDIOS MOTHER FUCKER,3.0,MY INITIALS TO MY NAME ALFONSO MARTINEZ FERNANDEZ. THE DATE IS WHEN I MEET MY FIANCEE
ATEASE1,Accepted,Sexual connotation,"TEASE, SEXUAL REFERENCE",1.0,MY LIFE IS AT EASE
BAEZILA,Accepted,Vulgar or degrading term,ZILLA IS A GANG,2.0,"BAE=BEFORE ANYONE ELSE. ZILA=GODZILLA. JUST A URBAN TERM TO DEFINE MY CAR, BEAUTY AND A BEAST."
BCHRS65,Accepted,Swear word or profane,BCH COULD STAND FOR BITCH,3.0,"MY CAR IS A 1965 IMPALA AND I AM A BUTCHER, MY FRIENDS IN MY CAR CLUB CALL ME BUTCHER."
BEEZ5OO,Rejected,Swear word or profane,"""BEEZY"" ANOTHER WORD FOR BITCH",3.0,EVERBODY CALLS MY WIFE B AND THE CAR IS A 500 SL MERCEDES
BIGAZUL,Rejected,Vulgar or degrading term,"AZUL IS BLUE IN SPANISH, GANG REFERENCE",2.0,BIG AZUL IS MEANT TO BE BIG BLUE WHICH IS WHAT I NAMED MY TRUCK.
BIGFNN,Rejected,Swear word or profane,FNN COULD STAND FOR FUN BUT IT CAN ALSO STAND FOR FUCKING,3.0,MY NICKNAME
BJATRD,Accepted,Swear word or profane,"TRD IS SIMILAR TO TURD, OBSCENE",3.0,THESE PLATES WILL BE REGISTERED TO A TOYOTA TACOMA TRD.  I HAVE BEEN GOING TO THE BAJA 1000 WITH MY DAD FOR 10 YEARS.
BLHWK88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2.0,CHICAGO BLACKHAWKS HOCKEY PLAYER #88 P. KANE
BLKNWET,Rejected,Sexual connotation,WET COULD BE CONSIDERED A SEXUAL REFERENCE,1.0,MY CAR IS BLK IN COLOR AND WET IS A TERM MEANING GOOD LOOKING DO TO RIMS WHICH COMPLIMENT THE CAR WELL.
BLOJP,Rejected,Sexual connotation,LOOKS LIKE BLOW JP WHICH COULD BE CONSIDERED SEXUAL,1.0,BYRON LOPEZ JEEP
BLUEVOX,Accepted,Vulgar or degrading term,"BLUE, GANG REFERENCE",2.0,BLUE EVO X
BL8KOWT,Accepted,Vulgar or degrading term,"BLACK OUT, COULD EITHER MEAN FIGHTING SOMEONE TIL THEY BLACK OUT OR DRINKING UNTIL YOU BLACK OUT",2.0,BLACK OUT
BOXBOI,Rejected,Sexual connotation,BOX CAN BE A WORD FOR VAGINA,1.0,BOXING BOY
BRNREDI,Accepted,Vulgar or degrading term,"MOST LIKELY BORN READY BUT THE RED IN THE MIDDLE STANDS OUT TO ME, GANG REFERENCE",2.0,JUST WE ARE ALWAYS READY
BUBLBAT,Accepted,Sexual connotation,"SIMILAR TO BUBBLE BUTT, SEXUAL REFERENCE",1.0,A CUTE NAME THAT MAKES ME THINK OF THE CAR'S PERSONALITY: BUBBLE BAT
BULYGAL,Accepted,Vulgar or degrading term,SOME MAY TAKE OFFENSE TO BULLY,2.0,ENGLISH AND FRENCH BULLDOG OWNER
BUTWAIT,Accepted,Sexual connotation,"BUTT, ANOTHER WORD FOR ASS",1.0,BUT WAIT
CATCHOW,Accepted,Sexual connotation,"CAT, SEXUAL REFERENCE",1.0,MY NAME IS KAT CHAU AND IT IS A SIMULAR SOUNDING TO MY REAL NAME
CBLUE14,Rejected,Vulgar or degrading term,"BLUE, GANG REFERENCE",2.0,CRYSTAL BLUE 14
CEYEA,Accepted,Negative connotation to group,"CIA, LAW ENFORCEMENT REFERENCE",4.0,MY NAME IS CATRICE ILENE ADAMS SO THIS IS SPELLING OUT MY INITIALS
CHEFG1,Accepted,Vulgar or degrading term,"G, GANG REFERENCE",2.0,CHEF GOURMET 1
CHILLAA,Accepted,Vulgar or degrading term,"THE CH COULD MAKE THE K SOUND, THE PLATE COULD BE PRONOUNCED KILLA, HOSTILE",2.0,NICK NAME
CHILLAT,Accepted,Vulgar or degrading term,"THE CH COULD MAKE THE K SOUND, THE PLATE COULD BE PRONOUNCED KILLA, HOSTILE",2.0,NICK NAME
CINCOP8,Rejected,Negative connotation to group,"COP, LAW ENFORCEMENT REFERENCE",4.0,SYNCOPATE IS A MUSICAL TERM FOR ODD TIME SIGNATURES. CINCO IS THE SPANISH WORD FOR 5. THE PUN IS 5/8 IS AN ODD TIME SIGNATURE EMBEDDED IN THE WORD FOR ODD TIME SIGNATURES
CORNHO1,Rejected,Swear word or profane,CORNHOLE IS A VULGAR TERM FOR A PERSONS BUTTHOLE OR IS A WORD TO DESCRIBE TO THE ACT OF ANAL SEX,3.0,NICKNAME
CPC131O,Accepted,Vulgar or degrading term,"13, GANG REFERENCE",2.0,MY COMPANIES NAME
DAHUSS,Accepted,Sexual connotation,HUSS IS SIMILAR TO HUSSY WHICH CAN BE ANOTHER WORD FOR SLUT,1.0,NICKNAME
DAMOJOS,Accepted,Sexual connotation,"MOJO CAN BE A WORD MEANING SEXUAL DRIVE OR SEXUAL APPEAL, SEXUAL REFERENCE",1.0,"""THE MULDROW'S"" IS OUR FAMILY NAME"
DANASTY,Rejected,Sexual connotation,"""THE NASTY"" IS A TERM MEANING THE ACT OF HAVING SEX, SEXUAL REFERENCE",1.0,COMBINATION OF MY NAME DAN AND DYNASTY.
DAT1313,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2.0,INITIALS AND LUCKY NUMBER
DBAGCFH,Rejected,Swear word or profane,"DBAG STANDS OUT TO ME, COULD MEAN DOUCHE BAG, OBSCENE",3.0,FRIENDS CALL ME DIRT BAG AND I CANT FORGET HAWAII. WHERE I PERPOSED TO MY BEUTIFUL WIFE.😊
DNGBETL,Rejected,Swear word or profane,"DUNG BEETLE, DUNG IS ANOTHER WORD FOR POOP, OBSCENE",3.0,DUNG BEETLE A NAME OF A CAR IN A SHOW ON TV
DPORTH8,Rejected,Vulgar or degrading term,"HATE, HOSTILE",2.0,DEPORT HATE
DSAUR13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2.0,DINOSAUR 13
DZENUT,Rejected,Sexual connotation,"NUT, SEXUAL REFERENCE",1.0,THIS IS A PHRASE THAT IS SPECIAL TO OUR FAMILY.
EFFEVS,Rejected,Swear word or profane,EFF COULD ME FUCK,3.0,DISLIKE FOR ELECTRIC VEHICLES
EFNMOOV,Rejected,Swear word or profane,"EFN MEANS FUCKING, FUCKING MOVE, PROFANITY",3.0,PLEASE MOVE ASIDE
EXODS14,Accepted,Vulgar or degrading term,"14, GANG REFERENCE",2.0,"THE MEANING IS BASED ON THE BIBLE VERSE EXODUS 14:14 "" THE LORD SHALL FIGHT FOR YOU, BUT YOU WILL HOLD YOUR PEACE"""
FASTRAG,Accepted,Vulgar or degrading term,RAG CAN BE A DEROGATORY TERM FOR A WOMAN,2.0,FAST CAR
FKDBOY,Rejected,Swear word or profane,FKD COULD STAND FOR FUCKED,3.0,GRANDFATHERS INITIALS MEANING IM HIS GRANDSON
FNL8O55,Accepted,Vulgar or degrading term,"8O5 STANDS OUT TO ME, AREA CODE",2.0,FINAL BOSS
FORCESX,Rejected,Vulgar or degrading term,"LOOKS LIKE IT COULD BE FORCE SEX, HOSTILE AND VOILENT TERM",2.0,I CAN REMEMBER HISTOR ABOUT ALL SPECIAL FORCES ( ALWAYS)
FOURU2C,Accepted,Vulgar or degrading term,"YOU, HOSTILE",2.0,"TO ADMIRE,FOR YOUR EYES"
FOUR44S,Accepted,Vulgar or degrading term,444 IS A REFERENCE TO A GUN AND TYPE OF BULLET,2.0,FOUR HUNDRED FORTY FOUR
FRNKIEB,Rejected,Swear word or profane,THE B COULD STAND FOR BITCH,3.0,FRANKIE B
FUQM8,Rejected,Swear word or profane,FUQ SOUNDS LIKE FUCK,3.0,FREQUENT MATE AS IN FREIND
F4NCULO,Rejected,Swear word or profane,CULO MEANS ASS IN SPANISH,3.0,NICK NAME
GATUR6,Accepted,Vulgar or degrading term,"""SHOOT YOUR ASS"" HOSTILE",2.0,A COMMON MILITARY TERM MEANING: I GOT  YOUR BACK
GHSTGUN,Rejected,Vulgar or degrading term,"GUN, WEAPON REFERENCE",2.0,FROM THE CALL OF DUTY GAME
GIGAT29,Accepted,Vulgar or degrading term,GAT IS ANOTHER WORD FOR GUN,2.0,GOD IS GOOD ALL THE TIME 29
GMOMWGN,Accepted,Vulgar or degrading term,"G MOM WAGON, GANG REFERENCE",2.0,THE VEHICLE THESE PLATES ARE GOING TO BE ASSIGNED WAS ORIGINALLY MY GRANDMOTHERS. CAR IS NOW REGISTERED TO ME.
GNZSRNR,Rejected,Vulgar or degrading term,"LOOKS LIKE GUNS RUNNER, WEAPON REFERENCE",2.0,NICK NAME AND TYPE OF CAR I OWN. GONZOS RUNNER (4RUNNER)
GOBINDG,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2.0,OUR FIRST GRANDSON'S FIRST NAME IS GOBIND AND HIS LAST NAME BEGINS WITH THE LETTER G.
GOHOOOS,Rejected,Swear word or profane,"LOOKS LIKE GO HOES, PROFANITY",3.0,"I AM A UVA GRADUATE.A NICKNAME FOR THE SCHOOL IS WAHOOS. SO AS A FAN, WE SAY GO HOOS."
GRBPSSY,Rejected,Sexual connotation,"GRAB PUSSY, SEXUAL REFERENCE",1.0,CAT LIVES MATTER
GSLILCR,Rejected,Vulgar or degrading term,"""G'S LITTLE CAR"" G, GANG REFERENCE",2.0,GLORIA SASSE'S LITTLE CAR
GSPORT,Accepted,Vulgar or degrading term,"G, GANG REFERENCE",2.0,PRIUS G SPORT. ITS A MODEL IN JAPAN.
GUATQ18,Rejected,Vulgar or degrading term,"18, GANG REFERENCE",2.0,7SDH637
GWNE13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2.0,GRANNY TO 13 GRANDKIDS
HERSCAT,Rejected,Swear word or profane,"""HER SCAT"" SCAT IS ANOTHER WORD FOR POOP, OBSCENE",3.0,I HAVE A 2016 DODGE CHARGER SCATPACK. SCAT IS SHORT FOR SCATPACK AND HER BECAUSE I'M A GIRL DRIVING A SCATPACK.
HILDEFC,Accepted,Swear word or profane,THE FC COULD STAND FOR FUCK,3.0,HILDEBRAND FOOTBALL CLUB
HLBYRIG,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2.0,HILLBILLY'S RIG.
HOFEI,Accepted,Swear word or profane,"HO, PROFANITY",3.0,VERY FAT IN CANTONESE (THE CAR IS A HONDA FIT)
HOGDOA,Rejected,Vulgar or degrading term,"DOA CAN STAND FOR DEAD ON ARRIVAL, HOSTILE",2.0,HARLEY OWNER GROUP DEAD ON  ARRIVAL
HOODDAT,Accepted,Vulgar or degrading term,MOST LIKELY WHO DAT? BUT HOOD STANDS OUT TO ME,2.0,WHO IS THAT?
HOSTFU,Rejected,Swear word or profane,HO SHUT THE FUCK UP,3.0,MY BROTHERS FAVORITE SONG IS A SONG WRITTEN BY DRAKE AND THIS IS HIS SLOGAN
IDGAS1,Rejected,Vulgar or degrading term,"ID GAS ONE, SOUNDS HOSTILE",2.0,I DONT GO ASTRAY
ISUPERB,Accepted,Swear word or profane,"""I SUPER BITCH"" PROFANITY",3.0,I AM SUPERB.
JKITCH1,Rejected,Swear word or profane,"JOCK ITCH, DISGUSTING TERM",3.0,KITCHEN
JKS1969,Accepted,Sexual connotation,"69, SEXUAL REFERENCE",1.0,MY INITIALS. PLUS THE YEAR OF THE CAR. I'T'S ON A 1969 CHEVY CHEVELLE
JTRMN8R,Rejected,Vulgar or degrading term,TERMINATOR MAY BE OFFENSIVE OR HOSTILE TO SOME,2.0,JACOB TERMITE TERMINATORS PEST CONTROL
JUSS8YN,Accepted,Vulgar or degrading term,"WITH THE 8 IT MAKES IT SOUND SIMILAR TO JUST SATAN, WHICH SOME MAY FIND OFFENSIVE",2.0,JUST SAYING
JYAG18,Rejected,Vulgar or degrading term,"18, GANG REFERENCE",2.0,FAMILY FIRST INITIAL AND LUCKY NUMBER
J4P4RE,Rejected,Vulgar or degrading term,THE 4 MAKES J4P LOOK LIKE JAP WHICH IS A DEROGATORY TERM FOR A JAPANESE PERSON,2.0,"JAPANESE FERRARI.  TO ME, MY CAR IS EQUIVALENT TO A FERRARI MADE BY JAPANESE."
KIKNRKZ,Accepted,Vulgar or degrading term,"KICKIN ROCKS, SOME COULD TAKE OFFENSE TO IT",2.0,OFF ROAD ROCK CRAWLING JEEP CLUB
KITTIYU,Rejected,Sexual connotation,"KITTY, SEXUAL REFERENCE",1.0,MY ARTWORK CREATOR NAME
LELA5O,Accepted,Negative connotation to group,"5O, LAW ENFORCEMENT REFERENCE",4.0,SHORT NAME FOR ABUELITOS AND YOUR SHE WAS BORN
LETSPLA,Accepted,Sexual connotation,"LETS PLAY, COULD BE TAKEN AS SEXUAL",1.0,LETS PLAY
LINDAYG,Rejected,Vulgar or degrading term,"YG COULD STAND FOR YOUNG GANSTER, GANG REFERENCE",2.0,MY NAME
LOWWROD,Accepted,Sexual connotation,"ROD CAN BE ANOTHER WORD FOR PENIS, SEXUAL REFERENCE",1.0,DESCRIBES A CUSTOM VEHICLE
LS7SLYR,Rejected,Vulgar or degrading term,"SLAYER, COULD BE CONSIDERED HOSTILE",2.0,MEANING MY CAR IS BETTER THAN A CHEVEROL  CORVETTE.
LVEMYSC,Accepted,Sexual connotation,"COULD BE READ AS LOVE MY SAC, SAC COULD STAND FOR SACRAMENTO BUT IT COULD ALSO STAND FOR BALL SACK WHICH IS A SEXUAL REFERENCE",1.0,LOVE MY SC
MMEEEOW,Accepted,Sexual connotation,COUD BE TAKEN AS SEXUAL,1.0,A CAT'S MEOW.  I HAVE CATS.
MNKEY3,Rejected,Vulgar or degrading term,MONKEY CAN BE A DEROGATORY TERM FOR A PERSON WITH DARK SKIN COMPLEXION,2.0,MY THREE NIKES
MNORDIE,Rejected,Vulgar or degrading term,THE OR DIE AT THE END COULD BE CONSIDERED HOSTILE,2.0,MINI (COOPER) OR DIE
MYTWNGZ,Accepted,Vulgar or degrading term,"LOOKS LIKE IT COULD BE MY TWIN G'S, GANG REFERENCE",2.0,MIGHTY WINGS - A SONG FROM THE TOM CRUISE MOVIE TOP GUN
M11283O,Rejected,Deleted from series,LOOK ALIKE,6.0,MATTHEW 11:28-30
NEWXXX,Rejected,Sexual connotation,XXX COULD BE TAKEN AS SEXUAL,1.0,THIS IS MY FIRST BRAND NEW VEHICLE
NPZO916,Rejected,Vulgar or degrading term,AREA CODE,2.0,AUTO NAME AND LEASE ENDING
NSTYTRD,Rejected,Swear word or profane,"TRD IS SIMILAR TO TURD, OBSCENE",3.0,NASTY TRD (TOYOTA TRD)
NUGGGET,Accepted,Vulgar or degrading term,NUGGET CAN BE A DEROGATORY TERM USED TOWARD SOMEONE WITH NO ARMS OR LEGS,2.0,"MY NICKNAME IN MY FAMILY IS NUGGET, BUT NUGGET IS TAKEN SO I ADDED AN EXTRA G."
N1JEFE,Accepted,Vulgar or degrading term,JEFE MEANS BOSS BUT IT IS A TERM USED FREQUENTLY BY GANG OR CARTEL MEMBERS,2.0,NUMBER 1 BOSS
OGSIX7,Rejected,Vulgar or degrading term,"OG, GANG REFERENCE",2.0,ORIGINAL 1967 CADILLAC
OHGASMS,Rejected,Sexual connotation,"""ORGASMS"" SEXUAL REFERENCE",1.0,PHOTOGRAPHY BUSINESS NAME
OLBLU54,Accepted,Vulgar or degrading term,"BLUE, GANG REFERENCE",2.0,OLD BLUE 1954 TRUCK
OLBUCKG,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2.0,"NAMED AFTER MY HUSBAND'S GRANDFATHER, BUCK GIVENS"
OSHINZ,Accepted,Swear word or profane,"TO ME IT IS SIMILAR TO ""OH SHIT"" PROFANITY",3.0,"OSHIN/OSH1N WAS NOT AVAILABLE FOR  OCEAN - SO I PICKED OCEANS, OR OSHINZ."
OTHG49S,Accepted,Vulgar or degrading term,"THE G STANDS FOR GANG, GANG REFERENCE",2.0,OVER THE HILL GANG #49 SIERRA
O9834,Accepted,Deleted from series,ALL DIGITS,6.0,RETIRED CUP OFFICER'S BADGE NUMBER
PANDA18,Rejected,Vulgar or degrading term,"18, GANG REFERENCE",2.0,ITS WHAT MY PARENTS CALL ME AND ITS A CONSTANT REMINDER THAT I WAS IN DEBT AT ONE POINT
PDOVE,Accepted,Sexual connotation,THE P COULD STAND FOR PUSSY,1.0,MY FIRST NAME IS PALOMA WHICH MEANS DOVE IN ENGLISH. P IS FOR PALOMA. NICKNAME.
PJEWELL,Accepted,Sexual connotation,THE P COULD STAND FOR PUSSY,1.0,MY DAUGHTERS NAME
PLZBE18,Rejected,Vulgar or degrading term,"18, GANG REFERENCE",2.0,IT'S AN INSIDE JOKE BETWEEN FRIENDS WHO HAVE OTHER PLATES THAT GO WITH IT FOR CAR PHOTOSHOOTS
PNYGANG,Rejected,Vulgar or degrading term,GANG REFERENCE,2.0,I HAVE A MUSTANG AND GANG IS A FAMILY SO MUSTANG FAMILY
RDBUL21,Accepted,Vulgar or degrading term,"RED, GANG REFERENCE",2.0,ROAD BULL 21
REDFACE,Rejected,Vulgar or degrading term,"RED, GANG REFERENCE",2.0,MY DAUGHTERS NICKNAME BECAUSE SHE ALWAYS IS RED IN THE FACE
REDRUMG,Rejected,Vulgar or degrading term,"""G MURDER"" BACKWARDS, GANG REFERENCE AND HOSTILE",2.0,MEANING BEHIND THIS IS BECAUSE I HAVE A ALL BLACK CAR THAT IS A G35 INFINITI
RINASTI,Accepted,Sexual connotation,STI CAN STAND FOR SEXUAL TRANSMITTED INFECTION,1.0,CAR NAME IS SABRINA SHE'S A SUBARU WRX STI  RINA STI
RSLN13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2.0,LETTERS ARE OF GREAT SIGNIFICANCE. NUMBER IS ALSO OF GREAT SIGNIFICANCE TO FAMILY.
RUNITB,Rejected,Swear word or profane,THE B COULD STAND FOR BITCH,3.0,NOTHING JUST FAMILY
SCHLR18,Rejected,Vulgar or degrading term,"18, GANG REFERENCE",2.0,I WILL OBTAIN MY PHD IN 2018
SIDEBA3,Rejected,Swear word or profane,"""SIDE BAE"" WHICH MEANS SIDE HOE",3.0,SIDE CAR
SLAPASS,Rejected,Sexual connotation,VULGAR TERM AND SEXUAL REFERENCE,1.0,ITS WHAT WE DO
SLAYINN,Rejected,Vulgar or degrading term,SLAYING COULD BE CONSIDERED HOSTILE,2.0,GRANDMOTHERS NICKNAME
SLTYBCH,Rejected,Swear word or profane,"SALTY BITCH, PROFANITY",3.0,THE SALTY BEACH!
SPRBALZ,Rejected,Sexual connotation,"BALLS, SEXUAL REFERENCE",1.0,MY COMPANYS NAME IS SPRITE BALLS FOR RAQUET BALL PLAY
SPRTSHT,Rejected,Swear word or profane,"SHT IS SIMILAR TO SHIT, PROFANITY",3.0,CARS NAME
SSSSSHO,Rejected,Swear word or profane,"HOE, PROFANITY",3.0,CAR IS A FORD TAURUS SHO (SUPER HIGH OUTPUT
STRMTCO,Rejected,Sexual connotation,"TCO IS SIMILAR TO TACO, SEXUAL REFERENCE",1.0,STORM TROOPER TACOMA
SUESIDE,Rejected,Vulgar or degrading term,"SUICIDE, SOME MAY FIND IT OFFENSIVE",2.0,SUICIDE DOORS ON 62 LINCOLN
SUGAR88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2.0,SUGAR IS MY DAD'S NICKNAME FOR ME. THE NUMBER 88 WAS MY YOUNGER BROTHER'S FOOTBALL JERSEY NUMBER. HE PASSED AWAY SEVERAL YEARS AGO AND HIS NUMBER IS SPECIAL TO ME.
SXMCHNE,Rejected,Sexual connotation,"SEX MACHINE, SEXUAL REFERENCE",1.0,NAME OF MY OLD 240SX DRIFT CAR. THE SX FOR THE ENDING OF THE CAR.
SYMS14,Rejected,Vulgar or degrading term,"14, GANG REFERENCE",2.0,LAST NAME YEAR MARRIED (2014)
TANK148,Rejected,Vulgar or degrading term,"TANK, WEAPON REFERENCE",2.0,FRATERNITY NAME AND NUMBER
TANK957,Rejected,Vulgar or degrading term,"TANK, WEAPON REFERENCE",2.0,TANK IS MY NICKNAME AND 957 IS THE PORSCHE NUMERICAL CODE FOR THIS YEAR MODEL
THE25OH,Accepted,Negative connotation to group,"5O, LAW ENFORCEMENT REFERENCE",4.0,THE LEXUS IS 250
TRFCHTR,Rejected,Vulgar or degrading term,"HATE, HOSTILE",2.0,TRAFIC HATER
TRLTACO,Rejected,Sexual connotation,"TACO, SEXUAL REFERENCE AND TRL COULD STAND FOR TOTAL REQUEST LIVE",1.0,"TRAIL ""TACO""MA  IT IS SHORT FOR TACOMA"
TTANN,Rejected,Sexual connotation,TT COULD STAND FOR TITTIE,1.0,"MY NAME IS TARYN ANN, MY NEIECE CALLS ME TT"
TTGYUL,Rejected,Sexual connotation,TT COULD STAND FOR TITTIE,1.0,TRINIDAD AND TOBAGO GIRL
TTMV323,Rejected,Vulgar or degrading term,AREA CODE,2.0,OWNERS INITIALS AND FAVORITE NUMBERS
TYFHTER,Accepted,Vulgar or degrading term,"FIGHTER, COULD BE CONSIDERED HOSTILE",2.0,STAR WARS TIE FIGHTER
UGNOME,Accepted,Vulgar or degrading term,YOU COULD BE HOSTILE,2.0,YOU KNOW ME (PUN USING WORD GNOME)
VWTHG73,Accepted,Vulgar or degrading term,"THG STANDS FOR THUG, GANG REFERENCE",2.0,VOLKS THING  73 THAT IS OUR CAR
WNMWWNW,Rejected,Deleted from series,ALL THE LETTERS LOOK ALIKE,6.0,LETTERS MIMICKING WATER WAVES
WUHUNTR,Accepted,Vulgar or degrading term,HUNTER COULD BE CONSIDERED HOSTILE,2.0,WILDERNESS UNLIMITED HUNTER
WYUMAAD,Rejected,Vulgar or degrading term,"""WHY YOU MAD?"" COULD BE CONSIDERED HOSTILE",2.0,WHY ARE YOU MAD. INSIDE JOKE BETWEEN MY WIFE AND I.
XRATEDX,Rejected,Sexual connotation,"X RATED, SEXUAL REFERENCE",1.0,CLOSEST I CAN GET TO MY GRANDPA'S ORIGINAL PLATE FROM THE CAMARO
YOULUZZ,Rejected,Vulgar or degrading term,"YOU, HOSTILE",2.0,I HAVE A BETTER CAR.
Z7O7Z,Rejected,Vulgar or degrading term,AREA CODE,2.0,BECAUSE IM FROM THE AREA CODE 707.
1GODIN3,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2.0,"HOLY TRINITY. CATHOLIC BELIEVE IN GOD THE FATHER, GOD THE SON AND GOD THE HOLY SPIRIT."
1GZILLA,Accepted,Vulgar or degrading term,ZILLA IS A GANG,2.0,1 GODZILLA IS FROM MOVIE CALLED GODZILLA KING OF THE MONSTERS.
12JPB13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2.0,MONTH AND DAY I WAS BORN AND MY INITIALS
12731OG,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2.0,12 IS THE BIRTHDAY MONTH OF MY DAUGHTERS 73 THE YEAR MY WIFE WAS BORN IN 1 IS MY BIRTHDAY MONTH
13123,Accepted,Deleted from series,ALL DIGITS,6.0,SON 1/31 DAUGHTER 2/3 BIRTHDAYS
1964RAG,Accepted,Vulgar or degrading term,RAG CAN BE A DEROGATORY TERM FOR A WOMAN,2.0,1964 IS THE YEAR OF THE VEHICLE AND RAG IS ANOTHER WORD FOR CONVERTIBLE.
2CUTTY,Rejected,Sexual connotation,CUTTY IS A REFERENCE TO SEX,1.0,"THIS IS MY FIRST WIFE SHARON'S DOG ""CUTTY"" SHE PASSED AWAY ON THE 2ND OF SEPTEMBER. THIS IS TO COMMEMORATE HER DOG."
2MONK3Y,Rejected,Vulgar or degrading term,MONKEY CAN BE A DEROGATORY TERM FOR A PERSON WITH DARK SKIN COMPLEXION,2.0,NICKNAME
2OOH8,Rejected,Vulgar or degrading term,"HATE, HOSTILE",2.0,REPRESENTS THE YEAR I GRADUATED HIGH SCHOOL AND ONE OF THE BEST YEARS OF MY LIFE.
2O589W1,Rejected,Deleted from series,LOOK ALIKE,6.0,20589W1
24XXX24,Rejected,Sexual connotation,XXX COULD BE TAKEN AS SEXUAL,1.0,MY FAVORITE NUMBER THE X'S ARE JUST TO REPLACE SPACES
3EEOTCH,Rejected,Swear word or profane,"BEOTCH, ANOTHER WORD FOR BITCH",3.0,BEE TOUCH
31OH224,Rejected,Swear word or profane,ASSHOLE BACKWARDS,3.0,NOW HE CANT FORGET THE DAY WE MET 3/10 AND THE DAY WE GOT ENGAGED 2/24
31OH55A,Rejected,Swear word or profane,ASSHOLE BACKWARDS,3.0,DIVISION 310 HEFE (BOSS OF DIVISION 10 IE SPECIALTIES)
35713,Accepted,Deleted from series,ALL DIGITS,6.0,MY FAVORITE NUMBERS
4OG71GS,Accepted,Vulgar or degrading term,"THE G STANDS OUT, GANG REFERENCE",2.0,OSCAR GONZALEZ GRAND SPORT
5S5SS5S,Rejected,Deleted from series,THE LETTERS AND NUMBERS ALL LOOK ALIKE,6.0,I LIKE 5 AND S
515OKTY,Rejected,Sexual connotation,"CRAZY KITTY, COULD BE TAKEN AS SEXUAL",1.0,CRAZY KITTY
6VICKY9,Rejected,Sexual connotation,"69, SEXUAL REFERENCE (NO 69 ON RECORD)",1.0,THE CAR IS A 1969 MUSTANG  I NAMED HER VICKY
61FMB,Accepted,Sexual connotation,FMB COULD STAND FOR FUCK ME BOOTS,1.0,FOREVER MY BABE 1961
619KINE,Rejected,Vulgar or degrading term,AREA CODE,2.0,OF OR FROM SAN DIEGO
619VERO,Rejected,Vulgar or degrading term,AREA CODE,2.0,MY AREA CODE AND NICKNAME
62DO12G,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2.0,62DO12G NO MEANING
69CADEE,Accepted,Sexual connotation,"69, SEXUAL REFERENCE (69 CADI ON RECORD)",1.0,IT MEANS 1969 CADILLAC
7777G,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2.0,LUCK NUMBER AND LAST NAME INITIAL
8LUSSO8,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2.0,ITALIAN LUXURY INFINITI
8MDLS88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2.0,INITIAL AND LUCKY NUMBER
8O5BOSS,Rejected,Vulgar or degrading term,AREA CODE,2.0,BOSS
811GS,Accepted,Vulgar or degrading term,"G, GANG REFERENCE",2.0,DADS CALL SIGN
88XJ4X4,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2.0,DADS CALL SIGN
BLU#ADA,Accepted,Vulgar or degrading term,"BLUE, GANG REFERENCE",2.0,"""ADA"" IS OUR KID'S WORD FOR CAR AND OUR CAR IS BLUE."
OH#OFCR,Rejected,Misrepresents law enforcement,"OFFICER, LAW ENFORCEMENT REFERENCE",5.0,OH HI OFFICER
I$NIPPY,Rejected,Sexual connotation,"NIPPY COULD STAND FOR NIPPLE, SEXUAL REFERENCE",1.0,I LOVE NIPPY
