plate,status,category,reviewer_comments,review_reason_code,customer_meaning
MSLSUB,Rejected,Vulgar or degrading term,"""MISSLE, SUB"" WEAPON REFERENCE",2,I SERVED ON A BALLISTIC MISSLE SUBMARINE.
6O76,Accepted,Deleted from series,ALL DIGITS,6,UNITED STATES MARINE CORPS AIR WING HYDRAULIC MECHANIC
AMADORK,Accepted,Negative connotation to group,"""IM AM A DORK"" COULD BE OFFENSIVE TO SOME",4,LAST NAME
EFERIC,Rejected,Swear word or profane,"""FUCK ERIC""",3,
FLORDJ,Rejected,Swear word or profane,COULD STAND FOR FUCK LORD JESUS,3,
HEAT4U,Rejected,Vulgar or degrading term,COULD BE A HOSTILE STATEMENT,2,
HNT1GLF,Accepted,Vulgar or degrading term,"HUNT, WEAPON REFERENCE",2,
HUMPEES,Rejected,Sexual connotation,SEXUAL TERM,1,
NOONIES,Rejected,Sexual connotation,NOONIE COULD BE A TERM FOR A WOMANS VAGINA,1,
PRUS8TR,Accepted,Sexual connotation,SOUNDS AND LOOKS TOO SIMILAR TO PUS EATER,1,EAT PRIUS
RU4WEEL,Accepted,Vulgar or degrading term,"U, COULD BE HOSTILE",2,I AM IN A WHEELCHAIR AND IT IS A PLAY ON  WORDS. ARE YOU FOR REAL? RU 4WEEL IMPLYING ARE YOU IN A WHEELCHAIR?
SUPKITY,Rejected,Sexual connotation,"KITTY, SEXUAL REFERENCE",1,SUPER KITTY
UMORON,Rejected,Negative connotation to group,"U, HOSTILE. MORON, HOSTILE",4,U MUST OUT RUN OUR NEEDLE.MY VEHECLE IS A DIESEL AND CAN GO LONGER DISTANCE ON A TANK OF GAS.
TZATOY,Rejected,Sexual connotation,"TZ COULD STAND FOR TEASE. ""TEASE A TOY"" SOUNDS SEXUAL",1,
4UQTPIE,Accepted,Sexual connotation,"PIE, SEXUAL TERM FOR A WOMANS VAGINA",1,
BLUEHOG,Accepted,Vulgar or degrading term,"BLUE, GANG REFERENCE",2,BLUE HARLEY DAVIDSON MOTORCYCLE
BLUROCT,Accepted,Vulgar or degrading term,"BLUE, GANG REFERENCE",2,
AF ROMEO,Accepted,Vulgar or degrading term,"AS FUCK, does have a 2015 Alfa",2,ALFA ROMEO
AL747,Rejected,Vulgar or degrading term,BURBANK-LOS ANGELES AREA CODE,2,PERSONALIZED
AMIFP13,Rejected,Vulgar or degrading term,13 GANG NUMBER,2,NAME OF HUSBAND COMPANY AND THE YEAR THAT WAS STARTED
ANTHRAX,Rejected,Vulgar or degrading term,POISON,2,HEAVY METAL BAND
BOOBIE7,Rejected,Sexual connotation,BOOBIE,1,IN MEMORY OF BEST FRIEND THAT PASSED AWAY IN 2007
BOOMNET,Rejected,Vulgar or degrading term,BOOM,2,MY GRANDFATHER PASSED AWAY IN MARCH OF THIS YEAR AND THIS IS THE NICKNAME HE GAVE ME AS A CHILD
BTCSLYR,Rejected,Vulgar or degrading term,SLAYER=KILLER,2,"A NOD TO MY FAVORITE TV SHOW, BUFFY THE VAMPIRE SLAYER"
CAMY 51O,Rejected,Vulgar or degrading term,OAKLAND AREA CODE,2,NAME AND BIRTHDAY
CASH619,Rejected,Vulgar or degrading term,SAN DIEGO AREA CODE,2,"MY SON'S FIRST NAME, FROM SAN DIEGO."
CTC M18,Accepted,Vulgar or degrading term,18=HATE SYMBOL (CUSTOMER HAS A WHOLE SERIES LIKE THIS WITH NUMBERS 1-19 FOR HIS TRUCKING COMPANY),2,CECCHINI TRUCKING MINUS 18
CUETERO,Rejected,Vulgar or degrading term,GUN,2,SPANISH FOR GUNNER- MY FIRST POSITION/ASSIGNMENT @ CDCR
DAMAFNA,Rejected,Swear word or profane,"DAMN, DA MOTHER FUCKING A, FNA=FUCKING A",3,NOT ON QUICKWEB YET
DETHCMS,Rejected,Vulgar or degrading term,DEATH COMES,2,OVERWATCH
DHWOOD1,Accepted,Sexual connotation,PULLED FOR SEXUAL CONNOTATIONS OF 'WOOD'. GOOGLE SEARCH SHOWS DAGO OROZCO HARDWOOD FLOORING CO,1,DAGO HARDWOOD
DHWOOD2,Accepted,Sexual connotation,PULLED FOR SEXUAL CONNOTATIONS OF 'WOOD'. GOOGLE SEARCH SHOWS DAGO OROZCO HARDWOOD FLOORING CO,1,DAGO HARDWOOD
DKS9THG,Rejected,Sexual connotation,DICKS,1,DAVIS/KATRINAS 9TH GENERATION ACCORD
DON WANG,Rejected,Sexual connotation,"WANG=PENIS, IT IS CUSTOMER'S LAST NAME",1,MY ENGLISH NAME
D TALES,Rejected,Sexual connotation,D=DICK,1,STORIES OF OUR FAMILY
DTSN8O8,Rejected,Sexual connotation,"DOWN TO SUCK NASTY, IT IS CUSTOMER'S INITIALS",1,NAME
EVO  8  U,Rejected,Sexual connotation,ATE YOU,1,CAR SUBMODEL
F BLASTR,Rejected,Swear word or profane,"""F"" =FUCK. CUSTOMER MEANING APPEARS TO BE TRUE ABOUT THE FERRULE BLASTER",3,THE NAME OF A PLUMBING TOOL I CREATED IS CALLED THE FERRULE BLASTER
FRANK88,Rejected,Vulgar or degrading term,88=HATE SYMBOL,2,MY NAME
F TYPEE,Accepted,Swear word or profane,"""f""= FUCK, HAS A JAGUAR AND THEY MAKE AN F TYPE",3,IT IS THE MODEL OF MY CAR
GKLA,Rejected,Vulgar or degrading term,"KILLER, G KILLER",2,GOLD KINGS LOS ANGELES
GLDNAXE,Rejected,Vulgar or degrading term,AXE,2,SIMPLY A GOLDEN AXE
G  77  O,Rejected,Vulgar or degrading term,G,2,"77 IS MY LUCKY NUMBER, G & O IS MY KIDS 1ST NAME INITIAL"
H82BEYU,Rejected,Vulgar or degrading term,HATE,2,HATE TO BE YOU
IBLDBLW,Accepted,Vulgar or degrading term,BLUE,2,"I BLEED BLUE, AS IN A DODGER FAN"
IH8MUD2,Rejected,Vulgar or degrading term,HATE,2,I HATE MUD TOO
JAS 18,Rejected,Vulgar or degrading term,18=HATE SYMBOL,2,NOT ON QUICKWEB YET
JP CFNE,Rejected,Vulgar or degrading term,"JP, JAP? NOT CUSTOMER INITIALS",2,NAME AND MY NICKNAME
KCK AS5,Rejected,Swear word or profane,KICK ASS,3,KICK ASS
KUCM B,Rejected,Swear word or profane,B=BITCH,3,KANSAS UNIVERSITY COLLEGE MENS BASKETBALL
K18QV11,Rejected,Vulgar or degrading term,18=HATE SYMBOL,2,CHILDRENS NAME AND BIRTHDAY
LBS2HRD,Rejected,Sexual connotation,CAN HAVE SEXUAL CONNOTATIONS,1,POUNDS TOO HARD
MAKS626,Rejected,Vulgar or degrading term,626=AREA CODE FOR CUSTOMER IN PASADENA,2,MY LAST NAME
MAY*88,Rejected,Vulgar or degrading term,88=HATE SYMBOL,2,NO MEANING ON REG 17
MOJO VAN,Accepted,Sexual connotation,MOJO?,1,MY NICKNAME
MUNKI,Rejected,Sexual connotation,MONKEY,1,nickname
MZS OFCR,Rejected,Misrepresents law enforcement,"MS. OFFICER, COP",5,RET. CORRECTIONAL OFFICER
NAZININ,Rejected,Vulgar or degrading term,NAZI,2,MY WIFE NAME
NOONR62,Rejected,Sexual connotation,NOONER=SEX,1,LAST NAME IS NUNES AND YEAR OF BIRTH IS 1962
NSX ISH,Rejected,Swear word or profane,ISH=SHIT,3,TYPE OF CAR MODEL
OGNINER,Rejected,Vulgar or degrading term,OG,2,OLD GUY NINER FAN
OZZYNWA,Rejected,Vulgar or degrading term,NWA.. N WORD,2,TWO MUSIC GROUPS MIXED TOGETHER.
O7GF357,Rejected,Vulgar or degrading term,357=GUN,2,"LUCKY NUMBER 7, MY INITIALS, DECEASED BROTHERS BIRTHDAY"
QUEENZB,Rejected,Swear word or profane,QUEENZ BITCH,3,THE VEHICLE BELONGS TO THE QUEEN BEE OF THE HOUSEHOLD
RAMMHRD,Rejected,Sexual connotation,"RAM HARD, SEXUAL CONNOTATIONS",1,"RAM VEHICLE BRAND, RAM HARD. LIFESTYLE OF LIKING THE RAM BRAND. ALL OUR VEHICLES ARE RAM/DODGE"
RJ WOOD,Accepted,Sexual connotation,WOOD CAN HAVE SEXUAL CONNOTATIONS. RJ WOOD IS CUSTOMER'S NAME,1,RJ WOOD
RXDOC14,Rejected,Vulgar or degrading term,14=HATE SYMBOL,2,PHARMACIST
SISTER D,Rejected,Sexual connotation,D=DICK,1,OUR SISTER DENISE
TACOH MA,Rejected,Sexual connotation,"HAS A TOYOTA TRUCK, TACO=VAGINA",1,MODEL OF MY TOYOTA TRUCK
TACO ROG,Rejected,Sexual connotation,"TACO=VAGINA, HAS TOYOTA TRUCK",1,TACO IS ABBREVIATED FOR TACOMA AND ROG STANDS FOR ROGER. CONFIRMS THE PLATE IS FOR A TACOMA
TOBYCAT,Accepted,Sexual connotation,"CAT=PUSSY, ANI SHOWS NISSAN",1,CAT
TORPEX,Rejected,Vulgar or degrading term,IT'S AN EXPLOSIVE,2,OLD SCHOOL NAVY
TORPEX1,Rejected,Vulgar or degrading term,IT'S AN EXPLOSIVE,2,OLD SCHOOL NAVY
TORPEX2,Rejected,Vulgar or degrading term,IT'S AN EXPLOSIVE,2,OLD SCHOOL NAVY
TORPEX3,Rejected,Vulgar or degrading term,IT'S AN EXPLOSIVE,2,OLD SCHOOL NAVY
WELDPRN,Rejected,Sexual connotation,PRN=PORN,1,WELD PERSON
ZH FCZ,Rejected,Swear word or profane,LOOKS LIKE 'ZERO FUCKS',3,ZURICH. FC ZURICH
ZWAR RIG,Rejected,Vulgar or degrading term,WAR,2,FOR A CUSTOM JEEP INSPIRED BY THE MAD MAX MOVIES
1BADZF1,Accepted,Swear word or profane,BAD ASS?,3,JAPANESE CODE NAME
1 HYPE B,Rejected,Swear word or profane,b=bitch,3,NOT ON QUICKWEB YET
2BOM1WO,Accepted,Vulgar or degrading term,PULLED FOR 'BOMB' BUT IS 2010 AND BMW SPELLED OUT EVERY OTHER LETTER,2,2010 BMW
323CALI,Rejected,Vulgar or degrading term,LA PUENTE AREA CODE,2,AREA CODE CALIFORNIA
4U H8ERS,Rejected,Vulgar or degrading term,HATE,2,"""NO MEANING"""
415LIFE,Rejected,Vulgar or degrading term,415 SAN FRANCISCO AREA CODE,2,CRAZY LIFE
5 BLOOD,Rejected,Vulgar or degrading term,"BLOOD, GANG",2,FAMILY NAME
777AK47,Rejected,Vulgar or degrading term,GUN,2,GUN NAME
8O H O8,Accepted,Vulgar or degrading term,88=HATE SYMBOL,2,80=MY UNCLE 08 MY GRANDSON H IS FOR NAME
BUBZS,Rejected,Sexual connotation,BOOBS,1,SONS NICKNAME
CFFC 8O5,Rejected,Vulgar or degrading term,805 SANTA MARIA AREA CODE,2,CHRIST FOREVER FOREVER CHRIST AREA CODE
D2TW,Rejected,Vulgar or degrading term,DEATH TO THE WORLD OR DEAD TO THE WORLD,2,DEAD TO THIS WORLD
G NOTE,Rejected,Vulgar or degrading term,G=GANGSTER,2,NICKNAME
PRO2GUN,Rejected,Vulgar or degrading term,GUN,2,NOT ON QUICKWEB YET
1 9RH8R,Rejected,Vulgar or degrading term,HATE,2,FOOTBALL
I$BOO T,Rejected,Sexual connotation,I LOVE BOOTY,1,I LOVE GHOSTS AND TYRON
CTCM13,Accepted,Vulgar or degrading term,"13=GANG, HAS A WHOLE SERIES CTCM1-19 FOR TRUCKING CO",2,CECCHINI TRUCKING MINUS 13
CTCM14,Accepted,Vulgar or degrading term,"14=HATE SYMBOL, HAS A WHOLE SERIES CTCM1-19 FOR TRUCKING CO",2,CECCHINI TRUCKING MINUS 14
PMANN31,Rejected,Sexual connotation,pee,1,IT IS A TERM USED IN GYMS
AMARGO D,Rejected,Sexual connotation,AMARGO=BITTER D=DICK,1,NO MEANING ON REG 17
DRGN BAL,Accepted,Swear word or profane,BALL,3,DRAGON BALL
EAT PLTS,Rejected,Sexual connotation,"PULLED FOR EAT, BUT PLANTS.. OK?",1,EAT PLANTS
FIGNUTS,Rejected,Vulgar or degrading term,"DEROGATORY TERM FROM AN ADULT SWIM CARTOON, MEANING FUCKER OR IDIOT",2,FRUIT N NUTS
JUSTINK,Rejected,Vulgar or degrading term,"NAME IS JUSTIN KING, THIS LOOKS LIKE 'JU STINK' OR 'JEW STINK'",2,MY NAME
OGSCRMM,Rejected,Vulgar or degrading term,OG,2,I'M THE ORIGINAL SOCCER MOM
POZOS 5O,Rejected,Misrepresents law enforcement,"NO FORD MUSTANG, HE TURNED 50 THIS YEAR. 50=POLICE",5,LAST NAME AND AGE
RBY BTY,Rejected,Sexual connotation,BOOTY,1,RUBY BEAUTY
S3HCT1B,Rejected,Swear word or profane,BITCHES BACKWARDS,3,SECTION 1 B - FAVORITE SECTION IN HIGH SCHOOL TO WATCH THE GAME.
5STAR HH,Rejected,Vulgar or degrading term,HH=HEIL HITLER,2,THE NAME OF MY BUSINESS. 5 STAR HOME HEALTH
CBRNCHF,Rejected,Swear word or profane,"HIS MEANING IS TRUE BUT I ALSO SEE 'CABRON' (FUCKER, BAD ASS)",3,I AM THE CBRN CHIEF FOR 1ST BATTALION 7TH MARINES
MFFMSUP,Rejected,Swear word or profane,MF? MONGOLS FOREVER FOREVER MONGOLS M/C CLUB,3,MY FAMILY FAMILY MY
ALKATX,Accepted,Sexual connotation,"KAT, SEXUAL REFERENCE",1,"IN MY MOTHER LANGUAGE ""ALKAT"" IS MY NAME."
ARCHRER,Accepted,Vulgar or degrading term,"ARCHER, WEAPON REFERENCE",2,I LIKE ARCHERY.
ATESOUL,Rejected,Sexual connotation,"ATE, COULD BE SUXUAL REFERENCE",1,THE PRONUNCIATION OF MY NAME
AYELMAO,Rejected,Swear word or profane,LMAO STANDS FOR LAUGH MY ASS OFF,3,AYE LAUGHING MY ASS OFF
BEEBAD,Accepted,Vulgar or degrading term,"SOME COULD FIND IT OFFENSIVE, PROMOTING DOING BAD STUFF",2,BE BAD...BEE FOR BUMBLE BEE
BGBOOTI,Rejected,Sexual connotation,BOOTI IS A SEXUAL REFERENCE,1,"VEHICLE IS A LIMITED EDITION, WIDE BODY PORSCHE"
BIGBAMF,Rejected,Swear word or profane,BAMF CAN STAND FOR BAD ASS MOTHER FUCKER,3,BAMF IS THE NOISE MARVEL COMIC BOOK  CHARACTER NIGHTCRAWLET MAKES WHEN HE TELEPORTS
BJ65SS,Accepted,Sexual connotation,"BJ, SEXUAL REFERENCE",1,BILLIE JO'S 1965 CHEVY SUPER SPORT
BLWN5O,Rejected,Misrepresents law enforcement,"5O, POLICE REFERENCE",5,"""BLOWN"" MEANING SUPERCHARGED 50 = 5.0 MUSTANG FULL MEANING IS SUPERCHARGED MUSTANG 5.0"
BLWPVRT,Rejected,Swear word or profane,PVRT SOUNDS LIKE PERVERT,3,BELOW POVERTY
BNTLYB,Rejected,Swear word or profane,THE B AT THE END COULD STAND FOR BITCH,3,
BRNCZLA,Accepted,Vulgar or degrading term,ZLA IS SIMILAR TO ZILLA WHICH A GANG,2,"BRONCZILLA, ITS A COMBINATION OF BRONCO  AND GODZILLA"
BRNDAG,Accepted,Vulgar or degrading term,"G, GANG REFERENCE",2,SHORT FOR BRENDA GRIFFITH
BUTTFCK,Rejected,Swear word or profane,OFFENSIVE,3,IT STANDS MEANS A BUT THE FUTURE CAN BE KARMA
B52853O,Rejected,Deleted from series,LOOK ALIKE,6,
CNCMFG,Rejected,Swear word or profane,MFG COULD STAND FOR MOTHER FUCKING GANGSTER,3,COMPUTER NUMERICAL CONTROL MANUFACTURING
CPT1964,Rejected,Vulgar or degrading term,"CPT CAN STAND FOR COLORED PEOPLE'S TIME, RACIST PHRASE",2,THE ORIGINAL YEAR OF THE CAR
CUTTY77,Rejected,Sexual connotation,CUTTY IS ANOTHER WORD FOR SEX OR FOR A VAGINA,1,
DANNNG,Accepted,Swear word or profane,"ANOTHER VERSION OF DAMN, OFFENSIVE. THE WAY THIS IS SAID IS ALSO SAID WHILE ""CATCALLING"" AT SOMEONE. FOR EXAMPLE, ""DANNNG GIRL, YOU GOT A NICE…""",3,LAST NAME
DCOPPER,Rejected,Sexual connotation,SOUNDS LIKE IT COULD BE DICK HOPPER,1,
DEEVS13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,ROLLER DERBY NAME AND NUMBER
DMNTED,Accepted,Sexual connotation,THE D COULD STAND FOR DICK,1,DEMENTED ADJECTIVE FOR CRAZY NICE SHOW TRUCK
DOHNUTZ,Accepted,Sexual connotation,"NUTS, SEXUAL REFERENCE",1,I LIKE DONUTS. AND IT'S A HOMER SIMPSON  REFERENCE.
DOVMERC,Rejected,Swear word or profane,MERC IS A WORD MEANING TO FUCK UP OR KILL IN A RUTHLESS MANNER,3,IT MEANS I LOVE DOVE HUNTING
DSR4DR,Rejected,Vulgar or degrading term,"DSR IS A TYPE OF RIFLE, WEAPON REFERENCE",2,CAR CLUB 4 DOOR
EJOHZZA,Rejected,Swear word or profane,ASSHOLE BACKWARDS,3,DAUGHTERS NICKNAME
ELJUMBO,Accepted,Sexual connotation,"COULD BE REFERENCING A PENIS, SEXUAL REFERENCE",1,ITS A BIG CAR LIKE JUMBO THE ELEPHANT
ESOPUS,Rejected,Sexual connotation,"ESOPUS IS A TOWN IN NEW YORK. PUS AT THE END OF THE WORD THOUGH IS ANOTHER WORD FOR PUSSY, OR A WOMANS VAGINA",1,
FATMAC5,Accepted,Swear word or profane,MAC IS ANOTHER WORD FOR PIMP,3,NICK NAME
FFOKKUF,Rejected,Swear word or profane,FUCK OFF BACKWARDS,3,RUSSIAN FAMILY NAME
FNRONY,Rejected,Swear word or profane,FN COULD STAND FOR FUCKING,3,A PREVIOUS OWNER OF PICKUP LIKE THIS
FRIAS88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,
GAM114A,Accepted,Vulgar or degrading term,"14, GANG REFERENCE",2,
GIRBNGR,Rejected,Sexual connotation,"BNGR SOUND LIKE BANGER, WHICH IS A SEXUAL REFERENCE",1,GEAR BANGER
GNGRBLZ,Rejected,Sexual connotation,"LOOKS LIKE GINGER BALLS, SEXUAL REFERENCE",1,I HAVE A RED BEARD AND MY TEAMMATES CALL ME GINGER BLITZ ON MY RUGBY TEAM
GOOCHX2,Rejected,Sexual connotation,GOOCH IS THE AREA ON A MALE BETWEEN HIS TEXTICALS AND HIS ANUS,1,GOOCH IS MY NICKNAME AND MY 2 BABY  DAUGHTERS BOTH LOOK LIKE ME
GREBEL,Accepted,Vulgar or degrading term,"G, GANG REFERENCE",2,"G IS FOR GERULA, REBEL IS THE MODEL OF RAM  TRUCK"
G1111,Accepted,Vulgar or degrading term,"G, GANG REFERENCE",2,MY FIRST INITIAL AND 11:11 MEANS MAKE A WISH
HBJULES,Rejected,Swear word or profane,HB COULD STAND FOR HEAD BITCH,3,
HB2RIVR,Accepted,Swear word or profane,HB COULD STAND FOR HEAD BITCH,3,HUNTINGTON BEACH TO THE RIVER
HMMBBY,Rejected,Sexual connotation,COULD BE TAKEN AS SEXUAL,1,SF GIANTS SLOGAN
HOTROD3,Accepted,Sexual connotation,ROD IS ANOTHER WORD FOR PENIS,1,THE REASON IM HOPING TO GET THIS  CUSTOMIZED PLATE IS BECAUSE ITS MY  NICKNAME. MY FRIENDS AND FAMILY CALL ME THAT. I THOUGHT ITD BE NEAT TO GET IT IN MY VEHICLE.
IDETN8I,Rejected,Vulgar or degrading term,"""I DETONATE"" WEAPON REFERENCE",2,I DETONATE I. NICKNAME
ILOAN4U,Accepted,Vulgar or degrading term,"U, HOSTILE",2,LOAN OFFICER
IMLOCO,Accepted,Vulgar or degrading term,"LOCO, CRAZY, COULD BE TAKEN AS HOSTILE",2,NO MEANING
JMESZ88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,JAMES ZHANG LUCKY LUCKY.
JOCHOS,Accepted,Sexual connotation,"JOCHOS IS ANOTHER WORD FOR HOTDOG OR WEINER, COULD BE SEXUAL",1,
JSSTANG,Rejected,Sexual connotation,TANG IS ANOTHER WORD FOR VAGINA,1,MUSTANG
JUICE5O,Rejected,Misrepresents law enforcement,"5O, POLICE REFERENCE",5,NICKNAME AND ENGINE LITERS
KEPITWT,Rejected,Sexual connotation,"LOOKS LIKE KEEP IT WET, WHICH IS A SEXUAL REFERENCE",1,TAHOE USED TO PULL MY BOAT TO THE FISHING  HOLE IT IS AN OLD FISHERMANS SAYING  YOU CANT CATCH FISH IF YOUR NOT IN THE WATER SO YOU KEEP THE BAIT WET
KLMNJRO,Accepted,Swear word or profane,"MOST LIKELY STANDS FOR MOUNT KILIMANJARO, BUT WITHIN THE WORD THERE IS KILL MAN, COULD BE OFFENSIVE",3,MOUNT KILIMANJARO IN EAST AFRICA. THE  ROOF OF AFRICA
KNURD,Accepted,Vulgar or degrading term,"NURD, OFFENSIVE",2,
KOCH,Rejected,Sexual connotation,TOO SIMILAR TO COCK,1,
LEGBRKR,Rejected,Vulgar or degrading term,"LEG BREAKER, HOSTILE",2,LEGISLATIVE BROKER
LOBO714,Rejected,Vulgar or degrading term,AREA CODE,2,MEANS F150 IN SPANISH AND 714 FOR MY AREA  CODE
LUVDEE,Accepted,Sexual connotation,COULD STAND FOR LOVE DICK,1,LOVE DELAYNA
LUVLTHO,Accepted,Vulgar or degrading term,"""THO"" STANDS FOR T-HO AS IN TAHOE BUT HO IS A DEROGATORY TERM",2,LOVE LAKE TAHOE
LYFCOCH,Accepted,Sexual connotation,COCH IS TOO SIMILAR TO COCK,1,IM A CERTIFIED LIFE COACH THAT WORKS WITH  VETERANS DEALING WITH PTSD AND SUICIDE
MAC4MIL,Rejected,Vulgar or degrading term,MAC IS ANOTHER WORD FOR PIMP,2,WORKING FOR MILLIONS
MD666,Accepted,Vulgar or degrading term,"666 IS A NUMBER REPRESENTING EVIL, SOME MAY FIND IT OFFENSIVE",2,LUCKY
MOJADOS,Rejected,Vulgar or degrading term,"MOJADO CAN BE A TERM MEANING ""WETBACK"" DEROGATORY TERM",2,
MONKIA,Rejected,Vulgar or degrading term,MONKI IS SIMILAR TO MONKEY WHICH IS A RACIAST TERM,2,MY CAR IS A KIA AND I WAS NAMED AFTER A MONKEY
MUDFUDR,Rejected,Swear word or profane,FUDR COULD BE USED IN PLACE OF FUCKER,3,
NAS2TY,Rejected,Vulgar or degrading term,"NASTY, SOME COULD TAKE IT IN OFFENSE",2,IT MEANS NICE CAR
NOT4U2K,Rejected,Vulgar or degrading term,"U, HOSTILE",2,NOT FOR YOU TO KNOW
NU64COC,Rejected,Sexual connotation,COC IS SIMILAR TO COCK,1,
ORION18,Rejected,Vulgar or degrading term,"18, GANG REFERENCE",2,
O9WOODY,Rejected,Sexual connotation,WOODY IS ANOTHER WORD FOR PENIS,1,CAR IS 2009 FORD FLEX WITH A FAKE WOODY  PAINT JOB
RBF,Rejected,Swear word or profane,CAN STAND FOR RESTING BITCH FACE,3,RUNNING BOWL FISH
RDBRN13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,
RDKNIGT,Accepted,Vulgar or degrading term,"RED, GANG REFERENCE",2,
SIKEF8,Rejected,Swear word or profane,EF COULD STAND FOR FUCK,3,HONDA'S CLASS CODE TO IDENTIFY ITS MAKE  AND MODEL
SJA88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,
SS69CHV,Rejected,Sexual connotation,"69, SEXUAL REFERENCE",1,
STR8MF,Rejected,Swear word or profane,MF STANDS FOR MOTHER FUCKER,3,STRAIGHT MONEY FIEND
SWTWAGN,Accepted,Sexual connotation,COULD BE SWEET WAGON BUT COULD ALSO BE SWEAT WAGON WHICH COULD BE TAKEN AS SEXUAL,1,SWEET WAGON
URSPEC,Rejected,Vulgar or degrading term,"U, HOSTILE",2,
WEEDA14,Rejected,Vulgar or degrading term,"14, GANG REFERENCE",2,CHILDHOOD NICKNAME AND FAVORITE NUMBER
YOUUP,Rejected,Vulgar or degrading term,"YOU, HOSTILE",2,ARE YOU DOING WELL?
YUH8IN,Rejected,Vulgar or degrading term,"HATIN, HOSTILE",2,WHY YOU HATING?
YULAD,Rejected,Sexual connotation,D COULD STAND FOR DICK,1,
1NSTY5O,Rejected,Misrepresents law enforcement,"NASTY, SOME COULD TAKE IT IN OFFENSE. ALSO 5O, POLICE REFERENCE",5,ONE NASTY MUSTANG 5.0
1962S88,Accepted,Vulgar or degrading term,"88, GANG REFERENCE",2,MODEL YEAR- 1962; MAKE OLDSMOBILE; MODEL  NAME - SUPER-88.
1969LS7,Accepted,Sexual connotation,"69, SEXUAL REFERENCE",1,1969 CHEVELLE WITH LS7 ENGINE
3583,Accepted,Deleted from series,ALL DIGITS,6,SPELLS DUKE ON A TELEPHONE DAIL PAD
4S1F5C,Rejected,Vulgar or degrading term,AREA CODE,2,SAN FRANCISCO CA 415
47WLLY,Rejected,Sexual connotation,"WILLY, ANOTHER WORD FOR PENIS",1,
5ODNTRY,Rejected,Misrepresents law enforcement,"5O, POLICE REFERENCE",5,5.0 DONT TRY
64SS4O8,Rejected,Vulgar or degrading term,AREA CODE,2,
646X31O,Rejected,Vulgar or degrading term,AREA CODE,2,646 (NEW YORK CELL PHONE) TO 310 (LA CELL PHONE)
66888,Accepted,Deleted from series,ALL DIGITS,6,HAPPY AND RICH
818TAXI,Rejected,Vulgar or degrading term,AREA CODE,2,"RAISED IN THE 818 VALLEY, I DRIVES A YELLOW  CAR. PEOPLE ALWAYS CALL ME TAXI."
86C4,Accepted,Vulgar or degrading term,"C4 IS A TYPE OF EXPLOSIVE, WEAPON REFERENCE",2,1986 CORVETTE C4
9598,Accepted,Deleted from series,ALL DIGITS,6,
DUCTALE,Accepted,Sexual connotation,"TALE, SEXUAL REFERENCE",1,
KFN8ME,Accepted,Sexual connotation,"COULD BE CAFFEINATE ME BUT IT COULD ALSO BE K FUCKING ATE ME, WHICH IS SEXUAL",1,CAFFEINATE ME - I DRINK A TON OF DIET COKE
SPNKDU,Rejected,Sexual connotation,SPANKED U. SEXUAL,1,I AM A CHILD BEHAVIORAL SCIENTIST
GMA2BZ,Rejected,Swear word or profane,BZ IS SHORT FOR BITCH,3,GRANDMA (ME) LOVES MY 2 GRANDSONS
ILUCYG,Accepted,Vulgar or degrading term,"G, GANG REFERENCE",2,I LOVE LUCY GIRL
TITONG,Rejected,Sexual connotation,"TIT, ANOTHER WORD FOR BREASTS, SEXUAL REFERENCE",1,
BIGD1,Rejected,Sexual connotation,"""BIG DICK""",1,DALLAS COWBOYS #1
DONYAG,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2,
BEECH,Rejected,Swear word or profane,ANOTHER WORD FOR BITCH,3,BEACH
HZMT5O,Rejected,Misrepresents law enforcement,"5O, POLICE REFERENCE",5,HAZARDOUS MATERIALS OFFICER (5-0)
YHC5O,Rejected,Misrepresents law enforcement,"5O, POLICE REFERENCE",5,
MUGSYD,Accepted,Sexual connotation,D COULD STAND FOR DICK,1,MY WIFE'S NICKNAME FOR ME
TIFFCAT,Accepted,Sexual connotation,"CAT, SEXUAL REFERENCE",1,MY NICKNAME
OGRUL1,Rejected,Vulgar or degrading term,"OG, GANG REFERENCE",2,OLD GUYS RULE
BABIBLU,Accepted,Vulgar or degrading term,"BLU, GANG REFERENCE",2,COLOR OF CAR
BBSHOVE,Rejected,Sexual connotation,"BB COULD STAND FOR BAREBACK, SEXUAL REFERENCE",1,POKER TERMINOLOGY MEANS BIG BLIND ALL IN SHOVE (I.E. SHOVE ALL YOUR CHIPS IN THE POT)
BLSMFIA,Rejected,Vulgar or degrading term,"MAFIA, GANG REFERENCE",2,BILLS MAFIA (FOOTBALL FAN CLUB)
BYBYBRA,Rejected,Sexual connotation,"BRA, SEXUAL REFERENCE",1,BYE BYE BRA
CUNMX,Rejected,Vulgar or degrading term,"U, HOSTILE",2,SEE YOU IN MEXICO
JTTANKR,Accepted,Vulgar or degrading term,"TANK, WEAPON REFERENCE",2,
